,id,x,y,z,ow,ox,oy,oz,vis,sel,lock,label,desc,associatedNodeID
150,vtkMRMLMarkupsFiducialNode_235,150.0,133.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_11,,
151,vtkMRMLMarkupsFiducialNode_236,146.0,133.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_12,,
152,vtkMRMLMarkupsFiducialNode_237,142.0,133.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_13,,
153,vtkMRMLMarkupsFiducialNode_238,166.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_14,,
154,vtkMRMLMarkupsFiducialNode_239,162.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_15,,
155,vtkMRMLMarkupsFiducialNode_240,158.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_16,,
156,vtkMRMLMarkupsFiducialNode_241,154.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_17,,
157,vtkMRMLMarkupsFiducialNode_242,150.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_18,,
158,vtkMRMLMarkupsFiducialNode_243,146.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_19,,
159,vtkMRMLMarkupsFiducialNode_244,142.0,128.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_20,,
160,vtkMRMLMarkupsFiducialNode_245,166.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_21,,
161,vtkMRMLMarkupsFiducialNode_246,162.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_22,,
162,vtkMRMLMarkupsFiducialNode_247,158.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_23,,
163,vtkMRMLMarkupsFiducialNode_248,154.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_24,,
164,vtkMRMLMarkupsFiducialNode_249,150.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_25,,
165,vtkMRMLMarkupsFiducialNode_250,146.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_26,,
166,vtkMRMLMarkupsFiducialNode_251,142.0,123.0,114.0,0.0,0.0,0.0,1.0,1,0,0,vtkMRMLMarkupsFiducialNode_27,,
